1353099678298235,3,0,0.738168596822093,-1.46098603965911,264.4,11.3,0.005
1353099678489936,3,0,0.738168596822093,-1.46098603965911,264.4,11.3,0.005
1353099678688004,3,0,0.738168596822093,-1.46098603965911,264.4,11.3,0.005
1353099678888413,3,0,0.738168596822093,-1.46098603674442,264.4,11.3,0.005
1353099679088009,3,0,0.738168596822093,-1.46098603674442,264.4,11.3,0.005
1353099679298628,3,0,0.738168596822093,-1.46098603674442,264.4,11.3,0.005
1353099679489286,3,0,0.738168596822093,-1.46098603674442,264.4,11.3,0
1353099679697672,3,0,0.738168596822093,-1.46098603674442,264.4,11.3,0
1353099679888882,3,0,0.738168596822093,-1.46098603674442,264.4,11.3,0.005
1353099680098182,3,0,0.738168596822093,-1.46098603674442,264.4,11.3,0.005
1353099680298445,3,0,0.738168596822093,-1.46098603674442,264.4,11.3,0
1353099680498530,3,0,0.738168596822093,-1.46098603674442,264.4,11.3,0.005
1353099680697849,3,0,0.738168596822093,-1.46098603674442,264.4,11.3,0.005
1353099680900226,3,0,0.738168596822093,-1.46098603674442,264.4,11.3,0
1353099681099251,3,0,0.738168596822093,-1.46098603674442,264.4,11.3,0
1353099681297803,3,0,0.738168596822093,-1.46098603384717,264.4,11.3,0
1353099681498147,3,0,0.738168596822093,-1.46098603384717,264.4,11.3,0.005
1353099681698745,3,0,0.738168596822093,-1.46098603384717,264.4,11.3,0
1353099681898198,3,0,0.738168596822093,-1.46098603384717,264.4,11.3,0
1353099682098194,3,0,0.738168596822093,-1.46098603384717,264.4,11.3,0
1353099682298634,3,0,0.738168596822093,-1.46098603384717,264.4,11.3,0.005
1353099682498082,3,0,0.738168596822093,-1.46098603384717,264.4,11.3,0.005
1353099682698156,3,0,0.738168596822093,-1.46098603384717,264.4,11.3,0.005
1353099682898264,3,0,0.738168596822093,-1.46098603384717,264.4,11.3,0
1353099683099390,3,0,0.738168596822093,-1.46098603384717,264.4,11.3,0.005
1353099683297972,3,0,0.738168596822093,-1.46098603384717,264.4,11.3,0.005
1353099683498159,3,0,0.738168596822093,-1.46098603384717,264.3,11.3,0.005
1353099683697812,3,0,0.738168596822093,-1.46098603384717,264.3,11.3,0.005
1353099683898645,3,0,0.73816859971934,-1.46098603384717,264.3,11.3,0.005
1353099684097848,3,0,0.73816859971934,-1.46098603384717,264.3,11.3,0.005
1353099684298272,3,0,0.73816859971934,-1.46098603384717,264.3,11.3,0.005
1353099684500186,3,0,0.73816859971934,-1.46098603384717,264.3,11.3,0.005
1353099684697700,3,0,0.73816859971934,-1.46098603384717,264.3,11.3,0.005
1353099684898422,3,0,0.73816859971934,-1.46098603384717,264.3,11.3,0.005
1353099685098741,3,0,0.73816859971934,-1.46098603384717,264.3,11.3,0.01
1353099685298518,3,0,0.73816859971934,-1.46098603384717,264.3,11.3,0.005
1353099685498337,3,0,0.73816859971934,-1.46098603384717,264.3,11.3,0.005
1353099685698365,3,0,0.73816859971934,-1.46098603384717,264.3,11.3,0.005
1353099685898301,3,0,0.738168602634039,-1.46098603384717,264.3,11.3,0.01
1353099686099676,3,0,0.738168602634039,-1.46098603384717,264.3,11.3,0
1353099686298600,3,0,0.738168602634039,-1.46098603384717,264.3,11.3,0.005
1353099686498136,3,0,0.738168602634039,-1.46098603384717,264.3,11.3,0.005
1353099686698347,3,0,0.738168602634039,-1.46098603384717,264.3,11.3,0.005
1353099686888729,3,0,0.738168602634039,-1.46098603384717,264.3,11.3,0.005
1353099687099925,3,0,0.738168602634039,-1.46098603384717,264.3,11.3,0.005
1353099687298217,3,0,0.738168605548739,-1.46098603384717,264.3,11.3,0.005
1353099687497953,3,0,0.738168605548739,-1.46098603384717,264.3,11.3,0
1353099687698039,3,0,0.738168605548739,-1.46098603384717,264.3,11.3,0.005
